Project_Name,Project_id,Start_date,End_date,Introduction,Project_province,Category,Status
女大学生重病盼救助,53399680546371155QT44252,2021/3/22,2021/9/18,家贫的她争气考上大学，却被重病阻拦无法入校,河南省,疾病救助,1
救救患血癌的母亲,53598144813124628NT45510,2021/3/22,2021/9/18,操劳一生的妈妈生命垂危，盼急救,河南省,疾病救助,1
筑梦乡村儿童未来,53515439190395688XD86943,2021/3/22,2021/9/18,为儿童提供培训、活动、物资等支持，提升儿童的能力素养。,全国范围,教育助学,1
茉莉花数字教育,53855577764613226ME96247,2021/3/22,2021/9/18,用优质的数字化工具与平台，提升乡村儿童的综合素养。,全国范围,教育助学,1
用颜色填充冰冷病房,53778951715058281ER52996,2021/3/22,2021/9/18,为患有白血病的小羽筹集后续治疗费用,全国范围,疾病救助,1
单亲妈妈勇抗病魔,53618145550079065KH39325,2021/3/22,2021/9/18,为再障患者阿乾筹集后续治疗费用,河北省,疾病救助,1
急诊护士盼救儿,53543128653107799SQ16222,2021/3/22,2021/9/18,为白血病患儿默默筹集后续治疗费用,河北省,疾病救助,1
我一定要救我儿子,53682159006494760AO21110,2021/3/22,2021/9/18,为白血病患儿小海筹集后续治疗费用,河北省,疾病救助,1
独立女性急需肝移植,53773409551525396DC21469,2021/3/22,2021/9/18,自立自强、天生丽质的她发现肝病已是晚期,河南省,疾病救助,1
病危少年渴望活下去,53682209848973778AS15126,2021/3/22,2021/9/18,14岁少年患红斑狼疮，情况危急盼活下去,河南省,疾病救助,1
白血病儿童祈盼药神,53904789655055931FA61136,2021/3/22,2021/9/18,为以白血病为代表的贫困肿瘤患儿筹集自费药费用,四川省,疾病救助,1
为爱暖心助困计划,53754329647004511VS50662,2021/3/22,2021/9/18,小爱心大温暖，暖心暖情为困境家庭筑梦。,全国范围,济困救灾,1
13岁少女罹患血癌,53673857478516716FF16462,2021/3/22,2021/9/18,致力于帮助大病家庭募集后期治疗费用,河北省,疾病救助,1
酱油配饭的三岁小白,53776439430325034HT12345,2021/3/22,2021/9/18,酱油+鸡蛋+稀饭，成为三岁白血病男孩小宇的日常饮食。,福建省,疾病救助,1
肿瘤母弃治疗要救儿,53349851312695718CW73065,2021/3/22,2021/9/18,子浩患有非霍奇金T细胞淋巴瘤，急需治疗费用，盼捐,江苏省,疾病救助,1
14岁女孩的生命希望,53575517733199533CA97979,2021/3/22,2021/9/18,花季少女患肿瘤命悬一线，急盼救助,安徽省,疾病救助,1
红领巾小书房计划,53952953014444259TP73445,2021/3/22,2021/6/30,让书香陪伴有梦想的乡村孩子快乐成长,江苏省,教育助学,1
我想活着陪女儿长大,53610954562039448BE33969,2021/3/22,2021/6/30,白血病患者阿扬想陪女儿长大，急需筹集移植后续治疗费。,河北省,疾病救助,1
垃圾不入江河湖海,53190542634715752YQ16298,2021/3/22,2021/6/30,保护长江，保护环境，保护生态。,全国范围,自然保护,1
十年患病，等待移植,53457744689930016IP18206,2021/3/22,2021/9/18,颜宝龙患再障募集后续骨髓移植及排异费用,北京市,疾病救助,1
慈善好少年,53491156360207789IF18603,2019/5/21,2021/11/13,聚慈善力量，助力乡村振兴,湖南省,其他,2
一个都不能少,53125282504069082WC10073,2017/1/10,2021/7/9,用你我的3，5元留住这些可爱的患病孩子，他们一个都不能少,北京市,疾病救助,2
让我牵着你走出孤独,53115951836240838SL99107,2021/5/23,2021/5/23,用最新医疗技术诊治自闭症儿童，用科学培训帮扶自闭症家庭,四川省,疾病救助,2
山区盲童的阅读梦,53750180196584654GW56854,2021/5/23,2021/5/23,为四川省眉山市盲童设立[梦想图书角],四川省,教育助学,2
圆孩子求学梦,53495539567396737GF33244,2018/8/14,2021/5/23,为低保家庭孩子提供奖学金，圆上学梦。,浙江省,教育助学,2
送花骨朵健康锦囊,53168122328946930AJ89579,2019/2/18,2021/5/23,生产和普及健康知识，帮助罕见骨病儿童提早确诊，走出困境,广东省,疾病救助,2
助力乡村儿童性教育,53477503024374080WI20514,2018/8/19,2021/5/23,通过绘本故事和游戏互动，小班化地进行7大主题的性教育,浙江省,教育助学,2
救助尘肺病农民工,53578147237724480HK15305,2016/12/28,2021/5/23,尘肺病是中国头号职业病，是不流血的矿难。,全国范围,疾病救助,2
助力白血宝贝渡难关,53755875295942980VB43497,2020/11/24,2021/5/23,患者不幸患白血病急需救治,安徽省,疾病救助,2
传承中医守护健康,53364362514284256NY41497,2020/11/24,2021/5/23,开展公益活动，支持中医技术传承与推广。,福建省,济困救灾,2
拒绝化学洗涤益起来,53243191528963676YG24439,2020/11/24,2021/5/23,为校园、医院等公共场所提供消毒洗涤、净水器等设备。,福建省,济困救灾,2
一家五口三痴傻,53915183647799397BP87076,2020/11/24,2021/5/23,儿子一家都是痴傻智障，年迈老人强撑整个家。,河南省,济困救灾,2
急救3岁血癌男孩,53191615931516106YX54784,2020/11/24,2021/5/23,网络结缘夫妻生下患血癌的小儿子,山西省,疾病救助,2
急救恶性肿瘤小鑫鑫,53874597653418060HZ67174,2020/11/24,2021/5/23,四岁男童患恶性肿瘤，费用告急，急需救助,河南省,疾病救助,2
援助晚年贫困母亲,53501345689151631ZR75779,2020/11/24,2021/5/23,为晚年贫困母亲送上一份爱心,湖南省,济困救灾,2
急救2岁小雪娟,53923883851792357NI37040,2020/11/24,2021/5/23,来自宁夏的先心病患儿，急需手术，家贫无力负担,北京市,疾病救助,2
6岁重症少年求救,53381021649196414MQ62257,2020/11/24,2021/5/23,6岁少年确诊先天性单纯性红细胞再生障碍性贫血，急需治疗,辽宁省,疾病救助,2
尿毒症父亲渴望活着,53775289681690618DR81861,2020/11/24,2021/5/23,为贫困尿毒症患者筹集医疗费用,陕西省,疾病救助,2
3岁小玉欣的心生,53511307020379532KO86566,2020/11/24,2021/5/23,来自青海的复杂先心儿，急需手术，家贫无力负担,北京市,疾病救助,2
乡村学校蜕变项目,53572067946497196NZ30483,2020/11/24,2021/5/23,助力山区学校建设，让孩子们有安全舒适的学习环境。,贵州省,教育助学,2
贫困儿童的教师梦,53609928036231625AT97651,2020/11/24,2021/5/23,每学年3300元就可以帮特困儿童解决一学年食宿问题,内蒙古自治区,济困救灾,2
爷爷捡垃圾救萌娃,53299588017764068OG49428,2020/11/24,2021/5/23,4岁萌娃身患血癌，爸爸做代驾，八旬爷爷捡垃圾为孙子治疗,山东省,疾病救助,2
无助爸爸急需肺移植,53121804791989989IR42855,2020/11/24,2021/5/23,男子患重疾多次抢救，需要肺移植，后期花费巨大盼救助,山东省,疾病救助,2
新生早产宝宝待治疗,53102956351744936HR39388,2020/11/24,2021/5/23,新生早产宝宝亟待治疗。,湖南省,疾病救助,2
大山里的篮球梦,53577809887093224WC35531,2020/8/23,2021/5/23,硬件器材和软件师资的支持，让乡村孩子实现篮球梦。,全国范围,教育助学,2
不能等的声音,53597630786088765IS83959,2020/8/20,2021/5/23,50元资助志愿者倾听陪伴一位老人并留存记忆，家风传承。,浙江省,其他,2
青年发展型城市建设,53608359999307379CD28744,2020/8/20,2021/5/23,助力构建青年发展型城市,广东省,教育助学,2
少儿成长家长讲堂,53802896426918083EM40303,2020/8/19,2021/5/23,普及儿童行为发育知识，让家长科学养教，保障儿童健康成长,广东省,教育助学,2
危情守望助力重症,53427162938587726KB35314,2020/8/18,2021/5/23,2020年福建医科大学附属协和医院ICU大病救助计划,福建省,疾病救助,2
残疾人特殊艺术推广,53328663977223910TS82232,2020/8/17,2021/5/23,深入贫困地区扶贫巡演，激发贫困群众脱贫奔康的信心和决心,西南地区,济困救灾,2
芳香走入安宁病房,53704801675360410AI30208,2020/8/17,2021/5/23,让医院充满温馨，让芳香舒缓心灵，让生命获得安宁,全国范围,疾病救助,2
宇泽慈心项目,53810232291514987JO50237,2020/8/14,2021/5/23,开展平安出行的教育培训，着力提高儿童安全意识和急救能力,全国范围,教育助学,2
星星家园计划,53582329775909855PI80066,2020/8/5,2021/5/23,为自闭症群体营造一个温馨家园,河北省,疾病救助,2
乡村圆梦舞蹈教室,53858147328069561FG40003,2020/8/7,2021/5/23,为乡村学校提供舞蹈教室软装、舞蹈物资及专业的舞蹈教育。,全国范围,教育助学,2
育才教育计划,53343679742808596VX53355,2020/4/20,2021/5/23,让处于教育薄弱的山区学校和孩子得到社会公益力量的帮助,全国范围,教育助学,2
乳腺癌患者关爱项目,53251697001338051SK50121,2020/5/20,2021/5/23,为乳腺癌患者创造[无癌无忧 无缺无憾]的生活而努力,全国范围,疾病救助,2
关爱空巢让爱暖巢,53937633487291941AS41664,2020/4/15,2021/5/23,每位老人一个孝心包，让空巢老人感受到更加贴心的爱。,甘肃省,其他,2
病罕见爱不罕见,53433358224761269HN99093,2020/1/10,2021/5/23,为罕见病患者及其家庭提供医疗和生活救助。,全国范围,疾病救助,2
拯救疫情下的重病娃,53594962507273622KB19190,2020/3/19,2021/5/23,每人献出一份爱心，帮助重症患儿早日康复。,全国范围,疾病救助,2
让爷爷奶奶安心,53493946262673831LF57706,2019/8/7,2021/5/23,让爷爷奶奶能安享晚年,福建省,济困救灾,2
肿瘤免疫治疗计划,53743844505319133NV86221,2019/7/25,2021/5/23,建立肿瘤多学科会诊平台，给提供患者更有效的治疗方案。,全国范围,疾病救助,2
关爱尿毒症患者,53122603338136396OV47478,2019/8/16,2021/5/23,通过慈善资助，帮助低收入家庭的尿毒症病患者。,北京市,疾病救助,2
精准检测安全用药,53295433862518584GC56540,2019/7/15,2021/5/23,为更好的提高国人安全用药意识筹集经费,安徽省,其他,2
早产三胞胎两个待救,53845657404473715NV50520,2021/5/14,2021/5/22,同卵三胞胎姐妹早产，两个月了，有俩还在监护室！,全国范围,疾病救助,2
EB病毒击倒美少女,53266670708199097AX80663,2021/4/2,2021/5/22,16岁花季少女急需骨髓移植，离异父母合力救女。,全国范围,疾病救助,2
用爱温暖重症家庭,53953540628867220VD37976,2020/8/14,2021/5/22,为贫困家庭的大病患者筹集治疗费用,全国范围,疾病救助,2
小白小白快快好,53796951015023547JN30459,2020/7/28,2021/5/22,为贫困血液病患者募集善款，帮助他们获得及时有效的治疗,全国范围,疾病救助,2
SOHO彩虹之家,53828700837389904SR29172,2020/8/17,2021/5/22,给大山里的孩子捐一节素养课   科学编程历史音乐美术等,甘肃省,教育助学,2
结对帮扶助平安分娩,53525053847994695GP40932,2020/8/14,2021/5/22,医疗帮扶行动，提高医疗水平，助力产妇平安分娩。,全国范围,其他,2
关爱敬老院老人,53818232971769196SY85834,2020/5/25,2021/5/22,每月组织志愿者到县内敬老院进行慰问，为老人举办生日会,广东省,济困救灾,2
微孝扶老,53295692644565816UU33374,2019/6/11,2021/5/22,为失独老人提供生活照护、精神慰藉社工服务！,湖南省,其他,2
贵州乡村阅读计划,53574015157497250UC56124,2019/5/30,2021/5/22,我们的小小善举，帮助西部山区的孩子们触摸知识的脉搏。,贵州省,教育助学,2
彩虹之家,53405513371607740UN46876,2018/8/23,2021/5/22,留守儿童陪伴计划，让孩子得到关爱。,全国范围,教育助学,2
7岁女孩的抗白之路,53489796984280897RR80027,2020/11/23,2021/5/22,7岁的小镜，患急性淋巴细胞白血病，治疗费用告急！,福建省,疾病救助,2
暖秋关爱计划,53666989623173903OY21611,2020/11/23,2021/5/22,为浙江省内困难家庭的妇女提供生活援助。,全国范围,济困救灾,2
温暖山区留守老人,53850292136458623RG60727,2020/11/23,2021/5/22,为山区留守老人送上一份爱心,湖南省,济困救灾,2
八岁男孩反哺报恩,53139697492185617SQ73282,2020/11/23,2021/5/22,家徒四壁的患者，天天受八岁儿子照顾。,河南省,疾病救助,2
尿毒症宁宁急盼救助,53471383700402475MF29943,2020/11/23,2021/5/22,初为人母却身患重病，家境贫寒亟待救助。,河南省,疾病救助,2
光明未来公益计划,53679184467255379PI63027,2020/12/3,2021/5/22,青少儿近视防控公益救助行动——为好视，做好事！,全国范围,疾病救助,2
暖冬行动益路有你,53314763621072010FF87250,2020/11/23,2021/5/22,"一双鞋,一件棉衣,一套学习用品温暖桂北山区孩子一个冬天",广西壮族自治区,教育助学,2
善良的小面,53444691970402401HW20433,2020/8/28,2021/5/22,一碗重庆小面，暖胃暖心，温暖致敬城市美容师！,重庆市,其他,2
初为人父罹患血癌,53811246566951418ON73426,2020/11/23,2021/5/22,史腾飞患急性髓系白血病，急需移植，盼救助！,河南省,疾病救助,2
牵手困境儿童成长,53770748345335033XZ63923,2020/11/23,2021/5/22,[牵手成长]公益冬令营为困境留守儿童播下希望的种子,广东省,教育助学,2
孝暖新春,53366583932385508TG60320,2020/11/23,2021/5/22,每100元请孤寡独居老人吃一顿年夜饭,江苏省,济困救灾,2
我希望好好活下去,53996691403509068GU28305,2020/11/23,2021/5/22,捐赠一份爱心，带来一份希望,河北省,疾病救助,2
进取号海洋清洁计划,53622043357532580SL76544,2020/11/23,2021/5/22,清理水面、海滩及海底塑料垃圾并妥善处理，还海洋一片净土,全国范围,自然保护,2
二次移植遇重度排异,53877741981496133QM86701,2020/11/23,2021/5/22,为贫困白血病患者筹集医疗费用,浙江省,疾病救助,2
宝贝等你一起回家,53376579933044965UW46748,2021/1/26,2021/5/21,2岁的奕宝白血病复发，每天只能隔着玻璃门见爸爸一面,山东省,疾病救助,2
等女儿病好回家吃饭,53510137103460626SJ41085,2021/3/4,2021/5/21,为患有白血病的小薇筹集后续治疗费用,全国范围,疾病救助,2
娃重病亲爸拒绝捐髓,53120878711578698UE99784,2021/4/30,2021/5/21,为白血病二次复发的赫赫筹集治疗费用,河北省,疾病救助,2
胡杨计划之浙江游学,53736897948780938CV32722,2020/8/4,2021/5/21,提升新疆公益人能力，为建设美丽新疆加油。,新疆维吾尔自治区,其他,2
献血支持让爱不打烊,53261527029210171IN28731,2020/6/15,2021/5/21,让爱心延续温暖献血志愿者,新疆维吾尔自治区,其他,2
梁河爱心水井计划,53940385478482630YD12863,2021/5/18,2021/5/20,帮助甘肃梁河学校完成水井挖深，恢复稳定的日常用水供应。,甘肃省,济困救灾,2
奋斗的小红桶,53729842285355480YU16995,2021/5/20,2021/5/20,团队深入西北高砷水地区，免费捐赠自主研发的除砷净水器,陕西省,济困救灾,2
急救化疗男娃子轩,53427641664921859DP42893,2021/3/26,2021/5/20,子轩患有急性髓系M2B白血病，急需治疗费用，盼捐,江苏省,疾病救助,2
留守儿童守护计划,53191997566028377SI62248,2021/1/8,2021/5/20,为留守儿童筹集生活用品，让他们有一个快乐的童年,河北省,济困救灾,2
青少年防溺计划,53147884323275870JX27914,2019/8/21,2021/5/20,拍摄防溺自救视频，传播防溺水及溺水后的科学救助方式,上海市,教育助学,2
爱共线村小师训,53454877540105632VU15398,2019/8/21,2021/5/20,提高乡村教师教学水平，为乡村孩子带来新知识新视角。,上海市,教育助学,2
蝴蝶助学阅动计划,53805640293597113CD39380,2019/7/31,2021/5/20,解决贫困地区阅读资源不足的问题，有效开展阅读学习,贵州省,教育助学,2
爱尔图书角,53920737107713385DY10304,2018/8/16,2021/5/20,为贫困地区小学配备图书，培养孩子们多读书、读好书。,全国范围,教育助学,2
